      Unnamed: 0                                                        product_name product_price     weight            category                EAN date_added                                  uuid          removed product_code
1488        1488                                          Breville Iced Coffee Maker        £35.00       1.74            homeware       333614840732 1995-05-31  6029088e-684e-4569-bb3b-2a0bf02aeb47  Still_avaliable  h9-3027932B
298          298           Pedigree Vital Protection Dog Food in Jelly 12pk - Senior         £4.49  12 x 100g                pets      2439834307647 1995-06-25  5ec5a431-7330-4d9e-bf3c-702fc85f6efe  Still_avaliable  d4-9698287C
516          516                    Indigo Tufted Stripe Cushion with Tassels - Sage        £12.00       0.25            homeware      9313572517564 1995-07-28  f7ece69a-295f-4496-814d-491f2ea98c2b  Still_avaliable  i5-3156576S
931          931                                 Lokken Floating Shelf 100cm - Black        £15.00        2.9            homeware      9630907459093 1995-07-29  51fd5a09-ce05-4399-b63a-b1dfcefd5fb2  Still_avaliable  q3-0903846B
1406        1406                                Serenity Tassel Cushion - Terracotta        £12.00       0.28            homeware      2869033253627 1995-07-31  89d631a7-9274-470f-aca0-8c937c329659  Still_avaliable  V7-4325947m
881          881                                   Buddy Rug 80 x 120cm - Ghost Grey        £30.00        2.2            homeware      6641359098429 1995-08-07  84ed2be9-52be-42fd-9b90-01e89500d864  Still_avaliable  Y3-7227359Y
285          285                              Crayola Activity Set & Carry Case 75pc        £12.99        1.0  sports-and-leisure      7105883841627 1995-08-14  1c6bbc83-6dc1-4e69-b753-c3f614fba96f  Still_avaliable  h9-3369515G
174          174                                        Zuru X-Shot Dread - Graffiti        £12.00        0.7      toys-and-games      2003144198358 1995-08-22  0cb5f5db-5c98-44fa-a442-36afd07ec523          Removed  O1-3378446K
324          324         Happy Sushi Rolls Dog Treats 112g - Chicken, Rice & Seaweed         £2.50      0.112                pets      2177209932321 1995-08-23  2730cd16-0164-49de-9965-d504c51b491c  Still_avaliable  C8-4996347O
1670        1670                             Kenco Millicano Americano Original 170g         £5.49       0.17      food-and-drink      2715721321782 1995-08-24  058ee65a-39e0-4f53-b095-e92216fe5d51  Still_avaliable  e1-5168238x
1792        1792                                   Pataks Original Basmati Rice 250g         £0.69       0.25      food-and-drink      6878620612651 1995-08-26  315a381f-e297-4ade-b821-1d1a77fca181  Still_avaliable  x1-0653212k
1041        1041                       Aspen Faux Fur Cushion 48 x 48cm - Dark Green         £8.00       0.29            homeware       437659884550 1995-08-30  03bdd060-e384-4a32-9572-ab345459d741  Still_avaliable  a8-9423443L
1201        1201                                                Tromso Display Shelf        £55.00        9.8            homeware      5951733205352 1995-09-02  0bb7ccf0-5941-47e0-9851-14ad569d5d7d  Still_avaliable  a5-8608551V
737          737      Versailles Silver Crushed Velvet Fully Lined Curtains 90 x 90"        £49.99       4.53            homeware      6897738209683 1995-09-19  8f1f9f9b-5b7e-40d6-9d9f-3b91722f1765  Still_avaliable  A5-6375265u
1739        1739                        McVitie's BN Vanilla Flavoured Biscuits 285g         £1.00      0.285      food-and-drink      7724559658415 1995-09-22  f48e9d0c-56cf-4702-a173-479af26eb954  Still_avaliable  R1-1754731g
606          606                              Ribbed Ceramic Tealight Holder - Blush         £3.00       0.25            homeware      7548464013318 1995-10-02  e3f677d5-078f-4f03-a305-91183a30fdef  Still_avaliable  R8-9922279h
1627        1627                             Rowntree's Randoms - Squidgy Swirls 92g         £1.00      0.092      food-and-drink      3207083668272 1995-10-07  3192cd8a-e0cf-4078-b30e-14475cefda68  Still_avaliable  V6-6003579k
816          816                                        Michigan Corner Ladder Shelf        £45.00        8.5            homeware      8697986824403 1995-10-08  6bf1ddf9-8bea-4221-ac1f-fa617a9ee6b4  Still_avaliable  T6-9314284Y
1497        1497                     Russell Hobbs Groove Kettle 1.7L - Black & Gold        £30.00      1.081            homeware      9997032224492 1995-10-13  8475b79b-60a6-4ec3-8beb-8b8c73291e44  Still_avaliable  W8-5377661G
71            71                     Kids Crystal Creations - 3-in-1 Totally Fun Kit        £12.99        0.8      toys-and-games      3601268247212 1995-10-22  f0f9233d-541f-444f-ad53-25ebba5efa5c  Still_avaliable  c4-9997249x
173          173                                            Zuru X-Shot Dread - Boom        £12.00        0.7      toys-and-games      2044279386258 1995-10-29  d55e2c9f-904d-45ce-a014-2210d5887d68          Removed  B8-7395541M
1765        1765                                             Galaxy Chocolate Hamper         £5.00      0.248      food-and-drink      4869150896507 1995-11-03  157e8eaa-da2b-4007-bf49-c1cade3d1b5a  Still_avaliable  g0-1764604a
124          124                        LEGO Star Wars Obi-Wan Kenobi vs Darth Vader        £32.99      0.677      toys-and-games      5308327229490 1995-11-07  1aca6c88-b2e9-4abb-94be-b991899850e9  Still_avaliable   L8-655498D
1588        1588                        Me to You Hot Chocolate Stirrer 30g - Orange         £1.00       0.03      food-and-drink      8018776282546 1995-11-11  cb2ad9fd-f187-4788-8049-59ebd5b6be09  Still_avaliable  M2-1374453P
1478        1478                                           Blaupunkt Breakfast Maker        £45.00       2.66            homeware      1384268539281 1995-11-16  02e345a5-cbba-4cc3-9f5d-cf3a2f04b8e0  Still_avaliable  Q6-0281046z
452          452                                   Lokken Display Wall Shelf - White        £12.00        4.1            homeware      6759348586519 1995-12-05  cddca85a-d80a-4572-87d6-8183b9a3f3f4  Still_avaliable  s2-7949443j
1845        1845  UniBond Wall Tile Adhesive and Grout Triple Protect - White 1.28kg         £7.49       1.28                 diy      4862264362203 1995-12-12  0d30d5d3-15bd-4249-b942-a166bc4b6522  Still_avaliable  X4-6077238A
1398        1398                                     Serenity Tassel Cushion - Cream        £12.00       0.25            homeware      7684546584694 1995-12-14  00caa2c7-5f29-407e-9bb3-dbb006e7b217  Still_avaliable  W2-7271976z
352          352                   Doggie Delights Dog Treats 160g - Duck Soft Bones         £2.00       0.16                pets       939083088585 1995-12-16  d698c635-b7a3-421b-ad94-eb649fb8868a  Still_avaliable  j6-8803357c
782          782                        Really Useful Nestable Storage Boxes 40L 3pk        £46.00        5.7            homeware      7455918704404 1995-12-17  27ba9270-6e0b-4a71-ba23-000cedf92c50  Still_avaliable  Q1-5185971f
161          161                     Zuru X-Shot Turbo Fire & Fury 4 & Micro Blaster        £20.00       0.65      toys-and-games      3650817124795 1995-12-19  c51bcf04-9a44-4ab5-a323-2ad2bedb7e18  Still_avaliable  b2-5922929e
1158        1158                                     Tromso Tall Multi-Section Shelf        £25.00        3.8            homeware      6633676730281 1995-12-29  7a159522-4141-4e53-afa6-8d21f4ea7fe8  Still_avaliable  a5-3849279I
690          690                                Christmas Tealight Holder - Reindeer         £2.50      0.416            homeware      4247182733005 1995-12-31  bc20a898-8e08-498c-a270-a6423c9d2948  Still_avaliable   s1-461183z
1803        1803                              Pot Noodle Beef and Tomato Flavour 90g         £0.89       0.09      food-and-drink       670245965404 1996-01-19  85602608-e4d9-443f-b3a8-c02ad39c83f4  Still_avaliable  l6-8164535S
132          132                           Kaleidoscope Ultimate Neon Colouring Case        £12.99     1.3625      toys-and-games      2406406198347 1996-01-30  0d38d637-44b8-43c1-b198-24282e839692  Still_avaliable  C4-0663183P
1837        1837                     UniBond No More Nails Waterproof Cartridge 450g         £6.99       0.45                 diy      4686138366445 1996-03-01  9d8ce7ca-2c66-49ae-9917-03edeb954425  Still_avaliable  u2-3346852V
1281        1281                      Rubin Crinkle King Duvet Set with Ties - Black        £25.00       1.65            homeware      6196261914539 1996-03-04  229aa706-d199-450e-ac58-70b05c62d058  Still_avaliable  y1-5655267V
1499        1499                                        Goodmans Brushed Kettle 1.7L        £20.00      0.964            homeware      4849062043015 1996-03-07  1ae3037d-29a2-4cca-be95-5763b133ce79  Still_avaliable  p9-2543141g
1530        1530                                 Liberty Rug 100 x 150cm - Champagne        £45.00        2.7            homeware       763831391586 1996-03-10  c2ab0f8e-ed17-44b4-b975-eaa5a79367ac  Still_avaliable  N6-9714824D
481          481                       Rubin Crinkle King Duvet Set with Ties - Mink        £25.00       1.65            homeware       916016320134 1996-03-26  1593c957-1fa1-427e-928c-6e71d242d6f9  Still_avaliable  C3-4461343O
1750        1750                               Thorntons Continental Chocolates 131g         £3.99      0.131      food-and-drink      9343932385922 1996-03-27  beee07cb-bf35-4a9b-8011-934c9c19cb71  Still_avaliable  r0-0107661N
122          122          LEGO Speed Champions Fast & Furious 1970 Dodge Charger R/T        £19.99      0.365      toys-and-games      2552652943375 1996-04-07  40602732-0192-4f69-a682-d6406589242a  Still_avaliable  q2-4145760Y
840          840                                           Detroit Sideboard - Black        £85.00       28.0            homeware      8455741447546 1996-04-23  a54ad6ee-1697-46c4-bcc9-11797b03894f  Still_avaliable  j7-7317745M
1629        1629                              Swizzles Sweetshop Favourites Box 450g         £2.99       0.45      food-and-drink      7192339348533 1996-05-08  f2b017f9-0e21-4718-8b7b-541f3c74dfdc  Still_avaliable  w0-6824667n
864          864                                       Alva Desk & Stool Set - White        £25.00       11.2            homeware      6297626403191 1996-05-09  21b0f65a-d761-490b-a95d-6719a363eb9b  Still_avaliable  X7-0703198P
1496        1496                         Russell Hobbs Groove Toaster - Black & Gold        £30.00      1.782            homeware      4200699431000 1996-05-12  11d9f8fa-8a26-4cd8-aeec-dfdace3d41c2          Removed  r7-3786519y
483          483                   Roma Brushed Herringbone King Duvet Set - Natural        £25.00        1.3            homeware      1823985901327 1996-05-14  2c084498-68d7-44d8-9223-b72c73f00faf          Removed  a3-1041777X
250          250                                          VTech Animal Fun Treehouse        £32.99        1.2      toys-and-games      1465200552787 1996-06-01  767ce76d-6454-4bcc-a53e-d9ed6077d752  Still_avaliable  N7-3211655w
342          342                                POW Buddies Molly the Cow Beef Chews         £2.19       0.12                pets       374214069130 1996-06-07  d163e545-2b99-4edf-9283-74e741e13393  Still_avaliable  K1-9395119b
109          109                                               Sky Hawk Aerial Drone        £20.00       0.11      toys-and-games      6527288391919 1996-07-03  ff01e5c0-7efb-44d3-b43e-55eed009badd  Still_avaliable  E1-0514147p
1461        1461                           Kent Woven Blackout Panel 54 x 86" - Grey        £25.00       1.56            homeware      7991159537697 1996-07-05  d8648560-ef0c-4132-a280-52f10d3d0de3  Still_avaliable  C4-3905182W
1078        1078                                       Aspen Faux Fur Cushion - Grey         £8.00       0.31            homeware      2863822290428 1996-07-12  790ca30f-1689-430d-816c-ebf979764b5c  Still_avaliable  l7-8998225r
